Month,Year,Department ,Category,Sub Category,Value
04,2025,Pharmacy,Pharmacy,Expected Expired,3200
04,2025,Pharmacy,Pharmacy,Actual Expired,3050
04,2025,Feedback,Feedback,Expected IPDScore,8.9
04,2025,Feedback,Feedback,Actual IPDScore,8.6
04,2025,Feedback,Feedback,Expected OPDScore,8.7
04,2025,Feedback,Feedback,Actual OPDScore,8.4
04,2025,Maintenance,Maintenance,Expected Repair Cost,145000
04,2025,Maintenance,Maintenance,Actual Repair Cost,132500
04,2025,Maintenance,Maintenance,Expected Purchase Cost,310000
04,2025,Maintenance,Maintenance,Actual Purchase Cost,298000
04,2025,GeneralMedicine,Departmental Metrics,Expected Revenue,170000
04,2025,GeneralMedicine,Departmental Metrics,Actual Revenue,162000
04,2025,GeneralMedicine,Departmental Metrics,Expected Patients,3400
04,2025,GeneralMedicine,Departmental Metrics,Actual Patients,3300
04,2025,GeneralMedicine,Departmental Metrics,Expected Profitability,65000
04,2025,GeneralMedicine,Departmental Metrics,Actual Profitability,62000
04,2025,Orthopaedic,Departmental Metrics,Expected Revenue,150000
04,2025,Orthopaedic,Departmental Metrics,Actual Revenue,142500
04,2025,Orthopaedic,Departmental Metrics,Expected Patients,3100
04,2025,Orthopaedic,Departmental Metrics,Actual Patients,2975
04,2025,Orthopaedic,Departmental Metrics,Expected Profitability,58000
04,2025,Orthopaedic,Departmental Metrics,Actual Profitability,55000
04,2025,Dialysis,Departmental Metrics,Expected Revenue,120000
04,2025,Dialysis,Departmental Metrics,Actual Revenue,114000
04,2025,Dialysis,Departmental Metrics,Expected Patients,2100
04,2025,Dialysis,Departmental Metrics,Actual Patients,2050
04,2025,Dialysis,Departmental Metrics,Expected Profitability,47000
04,2025,Dialysis,Departmental Metrics,Actual Profitability,45000
04,2025,Pediatric,Departmental Metrics,Expected Revenue,140000
04,2025,Pediatric,Departmental Metrics,Actual Revenue,135000
04,2025,Pediatric,Departmental Metrics,Expected Patients,2800
04,2025,Pediatric,Departmental Metrics,Actual Patients,2725
04,2025,Pediatric,Departmental Metrics,Expected Profitability,52000
04,2025,Pediatric,Departmental Metrics,Actual Profitability,50000
04,2025,Ophthalmology,Departmental Metrics,Expected Revenue,130000
04,2025,Ophthalmology,Departmental Metrics,Actual Revenue,125000
04,2025,Ophthalmology,Departmental Metrics,Expected Patients,2600
04,2025,Ophthalmology,Departmental Metrics,Actual Patients,2550
04,2025,Ophthalmology,Departmental Metrics,Expected Profitability,48000
04,2025,Ophthalmology,Departmental Metrics,Actual Profitability,46000
04,2025,Homoeopathic,Departmental Metrics,Expected Revenue,90000
04,2025,Homoeopathic,Departmental Metrics,Actual Revenue,87000
04,2025,Homoeopathic,Departmental Metrics,Expected Patients,1800
04,2025,Homoeopathic,Departmental Metrics,Actual Patients,1740
04,2025,Homoeopathic,Departmental Metrics,Expected Profitability,32000
04,2025,Homoeopathic,Departmental Metrics,Actual Profitability,30000
04,2025,Geriatric,Departmental Metrics,Expected Revenue,110000
04,2025,Geriatric,Departmental Metrics,Actual Revenue,105000
04,2025,Geriatric,Departmental Metrics,Expected Patients,2000
04,2025,Geriatric,Departmental Metrics,Actual Patients,1950
04,2025,Geriatric,Departmental Metrics,Expected Profitability,41000
04,2025,Geriatric,Departmental Metrics,Actual Profitability,39500
04,2025,Cardiology,Departmental Metrics,Expected Revenue,200000
04,2025,Cardiology,Departmental Metrics,Actual Revenue,193000
04,2025,Cardiology,Departmental Metrics,Expected Patients,3700
04,2025,Cardiology,Departmental Metrics,Actual Patients,3600
04,2025,Cardiology,Departmental Metrics,Expected Profitability,78000
04,2025,Cardiology,Departmental Metrics,Actual Profitability,75000
04,2025,Surgery,Departmental Metrics,Expected Revenue,220000
04,2025,Surgery,Departmental Metrics,Actual Revenue,212000
04,2025,Surgery,Departmental Metrics,Expected Patients,4000
04,2025,Surgery,Departmental Metrics,Actual Patients,3880
04,2025,Surgery,Departmental Metrics,Expected Profitability,81000
04,2025,Surgery,Departmental Metrics,Actual Profitability,78000
04,2025,Gynaecology,Departmental Metrics,Expected Revenue,160000
04,2025,Gynaecology,Departmental Metrics,Actual Revenue,154000
04,2025,Gynaecology,Departmental Metrics,Expected Patients,3000
04,2025,Gynaecology,Departmental Metrics,Actual Patients,2900
04,2025,Gynaecology,Departmental Metrics,Expected Profitability,60000
04,2025,Gynaecology,Departmental Metrics,Actual Profitability,58000
04,2025,Neurology,Departmental Metrics,Expected Revenue,175000
04,2025,Neurology,Departmental Metrics,Actual Revenue,169000
04,2025,Neurology,Departmental Metrics,Expected Patients,3200
04,2025,Neurology,Departmental Metrics,Actual Patients,3100
04,2025,Neurology,Departmental Metrics,Expected Profitability,67000
04,2025,Neurology,Departmental Metrics,Actual Profitability,64500
04,2025,Urology,Departmental Metrics,Expected Revenue,145000
04,2025,Urology,Departmental Metrics,Actual Revenue,139000
04,2025,Urology,Departmental Metrics,Expected Patients,2750
04,2025,Urology,Departmental Metrics,Actual Patients,2650
04,2025,Urology,Departmental Metrics,Expected Profitability,55000
04,2025,Urology,Departmental Metrics,Actual Profitability,52500
04,2025,ENT,Departmental Metrics,Expected Revenue,100000
04,2025,ENT,Departmental Metrics,Actual Revenue,96000
04,2025,ENT,Departmental Metrics,Expected Patients,2100
04,2025,ENT,Departmental Metrics,Actual Patients,2050
04,2025,ENT,Departmental Metrics,Expected Profitability,38000
04,2025,ENT,Departmental Metrics,Actual Profitability,36000
04,2025,Gastroenterology,Departmental Metrics,Expected Revenue,155000
04,2025,Gastroenterology,Departmental Metrics,Actual Revenue,149000
04,2025,Gastroenterology,Departmental Metrics,Expected Patients,2900
04,2025,Gastroenterology,Departmental Metrics,Actual Patients,2900
04,2025,Gastroenterology,Departmental Metrics,Expected Profitability,61000
04,2025,Gastroenterology,Departmental Metrics,Actual Profitability,58500
